Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
0,"B Bikdeli, MV Madhavan, A Gupta…","Pharmacological Agents Targeting Thromboinflammation in COVID-19: Review and Implications for Future Research",2020,"Thrombosis and …","thieme-connect.com","https://www.thieme-connect.com/products/ejournals/html/10.1055/s-0040-1713152","",414,"2020-06-03 23:58:10","HTML","","","",,,,,0,0.00,0,4,1,"Thieme E-Books & E-Journals."
0,"EE Freeman, DE McMahon, JB Lipoff…","Pernio-like skin lesions associated with COVID-19: a case series of 318 patients from 8 countries",2020,"Journal of the American …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0190962220309841","",376,"2020-06-03 23:58:10","","","","",,,,,0,0.00,0,4,1,"… With greater clinical-pathologic correlation, we hope to better understand the pathophysiology, including understanding how, if at all, hypercoagulability plays a role in COVID-19-associated pernio-like lesions. Importantly, although …"
0,"V Srivatana, V Aggarwal, FO Finkelstein, M Naljayan…","Peritoneal Dialysis for Acute Kidney Injury Treatment in the United States: Brought to you by the COVID-19 Pandemic",2020,"Kidney360","Am Soc Nephrol","https://kidney360.asnjournals.org/content/kidney360/early/2020/04/24/KID.0002152020.full.pdf","",229,"2020-06-03 23:58:10","PDF","","","",,,,,0,0.00,0,5,1,"… systemic anticoagulation. Emerging issues regarding a hypercoagulable state in critically ill COVID-19 patients may pose challenges in the consistent delivery of HD or CRRT with repeated dialysis circuit clotting making PD an attractive strategy13. If …"
0,"T Akay","Perioperative planning in the COVID-19 pandemic: Vascular issues",2020,"Turkish Journal of Thoracic and Cardiovascular …","tgkdc.dergisi.org","http://tgkdc.dergisi.org/uploads/pdf/pdf_TGKDC_3368.pdf","",176,"2020-06-03 23:58:10","PDF","","","",,,,,0,0.00,0,1,1,"… VTE prophylaxis, was similar to sepsis, but markedly higher than published reports in critically ill patients without sepsis, indicating dysregulated hemostasis and coagulation in severe COVID-19. Vascular inflammation may also contribute to the hypercoagulable state and …"
0,"L He, MA Mae, Y Sun, L Muhl, K Nahar, EV Liebanas…","Pericyte-specific vascular expression of SARS-CoV-2 receptor ACE2-implications for microvascular inflammation and hypercoagulopathy in COVID-19 patients",2020,"bioRxiv","biorxiv.org","https://www.biorxiv.org/content/10.1101/2020.05.11.088500v1.abstract","",393,"2020-06-03 23:58:10","","","","",,,,,0,0.00,0,7,1,"… ACE2 – implications for microvascular inflammation and hypercoagulopathy in COVID-19 patients … Abstract Accumulating clinical observations suggest pathogenesis beyond viral pneumonia and its secondary consequences in COVID-19 patients. In particular, many patients …"
0,"G Melissano, D Mascia, D Baccellieri…","Pattern of Vascular Disease in Lombardia (Italy) during the first month of the COVID-19 outbreak",2020,"Journal of Vascular …","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7187879/","",161,"2020-06-03 23:58:10","HTML","","","",,,,,0,0.00,0,4,1,"… ( 2 ) Given the number of observed arterial and venous thrombosis cases, research studies are being set up to understand mechanisms underlying COVID-19 associated hypercoagulability and possible virus-mediated endothelial dysfunction …"
1,"DM Baron, M Franchini, SM Goobie, M Javidroozi…","Patient blood management during the COVID‐19 pandemic‐a narrative review",2020,"…","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/anae.15095","https://scholar.google.com/scholar?cites=2319870888261677033&as_sdt=2005&sciodt=0,5&hl=en",186,"2020-06-03 23:58:10","","","","",,,,,1,1.00,0,5,1,"… overt disseminated intravascular coagulation (DIC) [44]. A subset of patients with the most severe COVID-19 are prone to develop a consumptive coagulopathy and a hypercoagulable state. Furthermore, the most severely affected COVID-19 patients may require extracorporeal …"
0,"C Zappala","PREDICTING A WORSE COVID-19 OUTCOME",2020,"","ama.com.au","https://ama.com.au/sites/default/files/AMA_PPE_Chris_Zappala_PREDICTING_WORSE_COVID19_OUTCOME.pdf","",153,"2020-06-03 23:58:10","PDF","","","",,,,,0,0.00,0,1,1,"… 26. Spiezia L, Boscolo A, Poletto F, Cerruti L, Tiberio I et al. COVID-19-Related Severe Hypercoagulability in Patients Admitted to Intensive Care Unit for Acute Respiratory Failure. Journal of Thrombosis and Haemostasis. 2020 Apr 21. [Epub ahead of print]. 27 …"
0,"EW Yu, E Tsourdi, BL Clarke…","Osteoporosis Management in the Era of COVID‐19",2020,"Journal of Bone and …","Wiley Online Library","https://asbmr.onlinelibrary.wiley.com/doi/abs/10.1002/jbmr.4049","",143,"2020-06-03 23:58:10","","","","",,,,,0,0.00,0,4,1,"… way). However, there are early signals that COVID-19 may be accompanied by an increased risk for hypercoagulable complications, (11,12) in which case caution may be warranted for … COVID-19-related severe hypercoagulability in …"
0,"G Vernon","Of HERVs and COVID-19: questions for the future",,"bjgplife.com","","https://bjgplife.com/2020/05/21/of-hervs-and-covid-19-questions-for-the-future/","",101,"2020-06-03 23:58:10","HTML","","","",,,,,0,0.00,0,1,,"… What should we do about the hypercoagulable state?(2) Will COVID-19 lead to lung fibrosis in some patients, like Middle east Respiratory Syndrome, caused by another coronavirus?(3) But, beyond a few virologists, who has noticed that the spike protein of Sars-Cov-2, against …"
0,"C Vitali, A Minniti, N Del Papa","Occurrence of pulmonary embolism in a patient with mild clinical expression of COVID-19 infection",2020,"Thrombosis Research","thrombosisresearch.com","https://www.thrombosisresearch.com/article/S0049-3848(20)30165-1/abstract","",115,"2020-06-03 23:58:10","","","","",,,,,0,0.00,0,3,1,"… Page 3. Journal Pre-proof Dear Editor, We would like to give a further contribution to the current issue concerning the occurrence of a hypercoagulable state and its clinical consequence in the course of the COVID-19 by reporting the clinical case of one of the authors (CV) …"
1,"F Sanchis-Gomar, CJ Lavie, MR Mehra, BM Henry…","Obesity and outcomes in COVID-19: when an epidemic and pandemic collide",2020,"Mayo Clinic …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0025619620304778","https://scholar.google.com/scholar?cites=16397127724726936317&as_sdt=2005&sciodt=0,5&hl=en",65,"2020-06-03 23:58:10","","","","",,,,,1,1.00,0,5,1,"… impaired in obese individuals. 48 OBESITY – SARS-CoV-2 – HYPERCOAGULABILITY/ THROMBOSIS: THE LETHAL TRIAD OF COVID-19 … 49 Severity of COVID-19 patients is intimately connected with a hypercoagulable status and …"
1,"S Bampoe, PM Odor, DN Lucas","Novel coronavirus SARS-CoV-2 and COVID-19. Practice recommendations for obstetric anaesthesia: what we have learned thus far",2020,"International Journal of …","obstetanesthesia.com","https://www.obstetanesthesia.com/article/S0959-289X(20)30057-1/abstract","https://scholar.google.com/scholar?cites=14688657845441612769&as_sdt=2005&sciodt=0,5&hl=en",117,"2020-06-03 23:58:10","","","","",,,,,1,1.00,0,3,1,"… limit viral spread. There is emerging evidence suggesting that individuals admitted to hospital with COVID-19 infection are hypercoagulable. This, coupled with the hypercoagulability of pregnancy, would suggest that pregnant women with COVID-19 are more vulnerable to …"
0,"V Sanklecha","Novel Coronavirus COVID-19 and Its Diagnosis and Treatments",2020,"International Journal","researchgate.net","https://www.researchgate.net/profile/Vishal_Sanklecha/publication/340830661_Novel_Coronavirus_COVID-19_and_Its_Diagnosis_and_Treatments/links/5eabd88a92851cb267693199/Novel-Coronavirus-COVID-19-and-Its-Diagnosis-and-Treatments.pdf","",260,"2020-06-03 23:58:10","PDF","","","",,,,,0,0.00,0,1,1,"… [28] These findings suggest that these approved IFN's along with antiretroviral drug for the treatment of COVID-19 … [29] In Singapore, IVIg administered in the patients for the treatment of SARS, It was due to the IVIg-induced increase of viscosity in hypercoagulable states of …"
0,"M Rogosnitzky, E Berkowitz, AR Jadad","No Time to Waste: Real-world Repurposing of Generic Drugs as a Multifaceted Strategy against COVID-19",,"researchgate.net","","https://www.researchgate.net/profile/Moshe_Rogosnitzky/publication/340885911_No_Time_to_Waste_Real-world_Repurposing_of_Generic_Drugs_as_a_Multifaceted_Strategy_against_COVID-19/links/5ea29f11458515ec3a02f316/No-Time-to-Waste-Real-world-Repurposing-of-Generic-Drugs-as-a-Multifaceted-Strategy-against-COVID-19.pdf","",273,"2020-06-03 23:58:10","PDF","","","",,,,,0,0.00,0,3,,"… Hypercoagulability is a potentially life-threatening complication of certain clinical conditions … be a concern in elderly patients with COVID-19, many of whom are likely to be taking … In patients with metabolic syndrome, which represents a hypercoagulable state accompanied by …"
0,"MF Molina, AA Al Saud, AA Al Mulhim…","Nitrous oxide inhalant abuse and massive pulmonary embolism in COVID-19",2020,"The American Journal of …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0735675720303661","",233,"2020-06-03 23:58:10","","","","",,,,,0,0.00,0,4,1,"… The role of the previously undetected lupus anticoagulant in the patient's coagulopathy is unclear and may have contributed as well. Both COVID-19 and nitrous oxide (N2O) could theoretically contribute to a hypercoagulable state …"
8,"H Manji, AS Carr, WJ Brownlee, MP Lunn","Neurology in the time of covid-19",2020,"","jnnp.bmj.com","https://jnnp.bmj.com/content/91/6/568.abstract","https://scholar.google.com/scholar?cites=14209911113438253893&as_sdt=2005&sciodt=0,5&hl=en",44,"2020-06-03 23:58:10","","","","",,,,,8,8.00,2,4,1,"… Guillain-Barre syndrome and cases of ischaemic stroke ascribed to hypercoagulability, sepsis and … complications, Liu et al 14 describe a case of COVID-19 encephalitis … This includes complications due to hypoxia, sepsis, secondary hypercoagulable states and disseminated …"
1,"V Montalvan, J Lee, T Bueso, J De Toledo…","Neurological manifestations of COVID-19 and other coronavirus infections: A systematic review",2020,"Clinical Neurology and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S030384672030264X","https://scholar.google.com/scholar?cites=2787766216253448202&as_sdt=2005&sciodt=0,5&hl=en",131,"2020-06-03 23:58:10","","","","",,,,,1,1.00,0,5,1,"… There is ample evidence that the severity of COVID-19 infection in humans is directly related to the presence of cardiovascular co … In those few reported cases, of patients without vascular risk factors, the SARS-CoV-2 induced hypercoagulability may be the most important …"
0,"V Bharani, Z Han","Neurological manifestations of COVID-19",,"pubs.rsna.org","","https://pubs.rsna.org/page/radiology/blog/2020/4/brief_communications_201793","",40,"2020-06-03 23:58:10","","","","",,,,,0,0.00,0,2,,"… suggested that elevated inflammatory cytokines, an feature of COVID-19, cause neuroinflammation, which results in damage to neuronal and non-neuronal cells and consequently the brain lesions of their patient (1). Another feature of COVID-19 is hypercoagulability (3). It can …"
0,"M Weatherall","Neurological consequences of Covid-19",,"londonheadachecentre.co.uk","","https://londonheadachecentre.co.uk/neurological-consequences-of-covid-19/","",405,"2020-06-03 23:58:10","HTML","","","",,,,,0,0.00,0,1,,"… the effects that SARS-Cov-2 has on the blood and endothelium – in severe cases hypertension, hypercoagulability, microthrombi, and disseminated intravascular coagulation (DIC) are all reported, as well as the risk of embolism from cardiac injury – patients with Covid-19 may …"
1,"A Whittaker, M Anson, A Harky","Neurological Manifestations of COVID‐19: A review",2020,"Acta Neurologica …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/ane.13266","https://scholar.google.com/scholar?cites=5130002763097719027&as_sdt=2005&sciodt=0,5&hl=en",366,"2020-06-03 23:58:10","","","","",,,,,1,1.00,0,3,1,"… Italy. Thromb Res. 2020;191:9–14. 13. Connors J, Levy J. Thromboinflammation and hypercoagulability of COVID-19. J Thromb Haemost. 2020; 14. Alberti P, Beretta S, Piatti M, Karantzoulis A, Piatti M, Santoro P, et al. Guillain-Barré syndrome related to COVID-19 infection …"
0,"BJ Daou, S Koduri, G Palmateer, BG Thompson…","Neurological Implications of COVID-19 and Lessons Learned From Prior Epidemics and Pandemics",2020,"Neurosurgery","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7197577/","",217,"2020-06-03 23:58:10","","","","",,,,,0,0.00,0,5,1,"… hypothalamus.16. Additionally, there are reports of a hypercoagulable state in certain cases of COVID-19, placing patients at a higher risk of stroke, especially in the setting of acute illness and in the elderly population.17. Given …"
2,"C Werner, T Scullen, M Mathkour, T Zeoli, A Beighley…","Neurological Impact of Coronavirus Disease (COVID-19): Practical Considerations for the Neuroscience Community",2020,"World Neurosurgery","Elsevier","https://www.sciencedirect.com/science/article/pii/S1878875020309323","https://scholar.google.com/scholar?cites=12309978685444610000&as_sdt=2005&sciodt=0,5&hl=en",227,"2020-06-03 23:58:10","","","","",,,,,2,2.00,0,6,1,"… to correlate with unfavorable outcomes in stroke patients.50,58 COVID-19 patients appear to be hypercoagulable with a propensity for thromboemboli and should be started on venous thromboembolism prophylaxis when indicated …"
2,"M Ellul, L Benjamin, B Singh, S Lant…","Neurological Associations of COVID-19",2020,"Available at SSRN …","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3589350","https://scholar.google.com/scholar?cites=11955286342913187367&as_sdt=2005&sciodt=0,5&hl=en",31,"2020-06-03 23:58:10","","","","",,,,,2,2.00,0,5,1,"… hypercoagulable states leading to stroke, and acute neuropathies such as Guillain-Barré syndrome. Recognising SARS-CoV-2 neurological disease in patients whose respiratory infection is mild or asymptomatic may prove challenging, especially if the primary COVID-19 …"
0,"R Bridwell, B Long, M Gottlieb","Neurologic complications of COVID-19",2020,"The American Journal of Emergency …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0735675720303648","",209,"2020-06-03 23:58:10","","","","",,,,,0,0.00,0,3,1,"… remains one of the more common and serious neurologic complications seen in COVID-19 populations. However, this final common manifestation has a multifactorial etiology. SARS-CoV-2 causes a global inflammatory response and a hypercoagulable state evidenced …"
1,"AM Flexman, AS Abcejo, R Avitsian…","Neuroanesthesia Practice During the COVID-19 Pandemic: Recommendations From Society for Neuroscience in Anesthesiology and Critical Care (SNACC)",2020,"Journal of …","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7236852/","https://scholar.google.com/scholar?cites=16995938191417079529&as_sdt=2005&sciodt=0,5&hl=en",387,"2020-06-03 23:58:10","HTML","","","",,,,,1,1.00,0,4,1,"… a 5% incidence of acute ischemic stroke and a 1% incidence of cerebral hemorrhage.10 In this cohort, patients with cerebrovascular complications were more likely to be older, have severe COVID-19 disease, and demonstrate evidence of hypercoagulability and inflammation …"
5,"H Wang, S Luo, Y Shen, M Li, Z Zhang, Y Dong…","Multiple enzyme release, inflammation storm and hypercoagulability are prominent indicators for disease progression in COVID-19: a multi-centered, correlation study …",2020,"","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3544837","https://scholar.google.com/scholar?cites=425345856224374416&as_sdt=2005&sciodt=0,5&hl=en",5,"2020-06-03 23:58:10","","","","",,,,,5,5.00,1,7,1,"Background: Last winter, a new coronavirus-induced pneumonia, COVID-19, broke out in Wuhan, China, and spread rapidly throughout the country due to its high infectivity. Although several researches on its clinical characteristics have been published, indicators and its …"
0,"H Fogarty, L Townsend, C Ni Cheallaigh…","More on COVID‐19 Coagulopathy in Caucasian patients",2020,"British journal of …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/bjh.16791","",210,"2020-06-03 23:58:10","","","","",,,,,0,0.00,0,4,1,"… High risk of thrombosis in patients in severe SARS-CoV-2 infection: a multicenter prospective cohort study. Int Care Med 2020; In press. 9. Connors J, and Levy JH. Thromboinflammation and the hypercoagulability of COVID- 19. J Thromb Haemostas 2020; In press. 10 …"
0,"R amasamy, KM Milne, SM Stoneham…","Molecular mechanisms for thrombosis risk in black people: a role in excess mortality from Covid‐19",2020,"British Journal of …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/bjh.16869","",247,"2020-06-03 23:58:10","","","","",,,,,0,0.00,0,4,1,"… 5. Stoneham SM, Milne KM, Nuttal E, Frew GH, Sturrock BR, Sivaloganathan H, et al. Thrombotic risk in COVID-19 : a case series and case – control study (in press). Clin Med … associated with a hypercoagulable state as measured by thrombin generation. Blood Coagul …"
2,"FK Ho, CA Celis-Morales, SR Gray, SV Katikireddi…","Modifiable and non-modifiable risk factors for COVID-19: results from UK Biobank",2020,"medRxiv","medrxiv.org","https://www.medrxiv.org/content/10.1101/2020.04.28.20083295v1.abstract","https://scholar.google.com/scholar?cites=16644422294212646308&as_sdt=2005&sciodt=0,5&hl=en",406,"2020-06-03 23:58:10","","","","",,,,,2,2.00,0,5,1,"… 33. Panigada M, Bottino N, Tagliabue P, et al. Hypercoagulability of COVID‐19 patients in Intensive Care Unit. A Report of Thromboelastography Findings and other Parameters of Hemostasis. J Thromb Haemost. April 2020:jth.14850. doi:10.1111/jth.14850 34 …"
0,"ZY Tai, L Tay, RM Goh, RS Zhou, LH Wong, PO Wong","Mixed Chinese herbs and Western medicine for novel coronavirus disease 2019 (COVID-19): a mixed method review",2020,"medRxiv","medrxiv.org","https://www.medrxiv.org/content/10.1101/2020.05.11.20098111v1.abstract","",211,"2020-06-03 23:58:10","","","","",,,,,0,0.00,0,6,1,"… In severe cases, it can progress to Acute Respiratory Distress Syndrome (ARDS) and death.2,3 Emerging studies have also demonstrated hypercoagulable states and Kawasaki disease as possible complications of COVID-19.4,5 …"
32,"F Ciceri, L Beretta, AM Scandroglio, S Colombo…","Microvascular COVID-19 lung vessels obstructive thromboinflammatory syndrome (MicroCLOTS): an atypical acute respiratory distress syndrome working …",2020,"Crit Care Resusc","nsicu.ru","http://nsicu.ru/uploads/attachment/file/1011/ccr_landoni120_june_v6-2.pdf","https://scholar.google.com/scholar?cites=15748805571351090705&as_sdt=2005&sciodt=0,5&hl=en",379,"2020-06-03 23:58:10","PDF","","","",,,,,32,32.00,6,5,1,"… [Epub ahead of print] 12 Tan CW, Low JGH, Wong WH, et al. Critically ill COVID-19 infected patients exhibit increased clot waveform analysis parameters consistent with hypercoagulability. Am J Hematol 2020; doi 10.1002/ajh.25822 …"
5,"TN Nguyen, M Abdalkader, TG Jovin, RG Nogueira…","Mechanical thrombectomy in the era of the COVID-19 pandemic: emergency preparedness for neuroscience teams: a guidance statement from the Society of vascular …",2020,"Stroke","Am Heart Assoc","https://www.ahajournals.org/doi/abs/10.1161/STROKEAHA.120.030100","https://scholar.google.com/scholar?cites=7446681326879666602&as_sdt=2005&sciodt=0,5&hl=en",262,"2020-06-03 23:58:10","","","","",,,,,5,5.00,1,5,1,"… Linked In; Mendeley; Reddit; Digg; Email. Jump to. Free Accessarticle PDF/EPUB. Mechanical Thrombectomy in the Era of the COVID-19 Pandemic: Emergency Preparedness for Neuroscience Teams. A Guidance Statement From …"
0,"B Thomas, M Al Hail, P Abdulrouf, W Elkassem…","Maternal and perinatal outcomes and pharmacological management of Covid-19 infection in pregnancy: a systematic review protocol",2020,"","assets.researchsquare.com","https://assets.researchsquare.com/files/rs-28635/v1.pdf","",199,"2020-06-03 23:58:10","PDF","","","",,,,,0,0.00,0,5,1,"… Whilst state of pregnancy, reduced mobility and hospital admissions are considered as risk factors for hypercoagulable disorders, COVID–19 infection during pregnancy is more likely to cause maternal venous-thromboembolism (16) …"
0,"I Ramírez, E De la Viuda, L Baquedano, P Coronado…","Managing thromboembolic risk with menopausal hormone therapy and hormonal contraception in the COVID-19 pandemic: Recommendations from the Spanish …",2020,"Maturitas","Elsevier","https://www.sciencedirect.com/science/article/pii/S0378512220302498","",431,"2020-06-03 23:58:10","","","","",,,,,0,0.00,0,5,1,"… Algorithm 2. Management of Suspected COVID-19 women using MHT. 3. TREATMENT FOR PERIMENOPAUSAL WOMEN USING HORMONAL CONTRACEPTION … CHCs induce biochemical changes that generate a state of hypercoagulability …"
0,"SK Nadar, MH Tayebjee, M Stowasser, JB Byrd","Managing hypertension during the COVID-19 pandemic",2020,"","nature.com","https://www.nature.com/articles/s41371-020-0356-y","",201,"2020-06-03 23:58:10","HTML","","","",,,,,0,0.00,0,4,1,"… state [22]. Various factors which can lead to a hypercoagulable state such as inflammation, hypoxia, immobilisation, dehydration and diffuse intravascular coagulation have been described in COVID-19. In addition, hypertension …"
0,"KK Sahu, AD Siddiqui, J Cerny","Managing Sickle Cell Patients With COVID‐19 Infection: The Need to Pool Our Collective Experience",2020,"British Journal of …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/bjh.16880","",419,"2020-06-03 23:58:10","","","","",,,,,0,0.00,0,3,1,"… pathogenesis leading to vaso-occlusion and hypercoagulability, which can result in serious complications and multiple organ dysfunction (Figure 1). Based on this vicious cycle, it is likely that COVID-19 patients with SCD are likely to have a poorer outcome than patients without …"
2,"S Hanif, SN Ali, M Hassanein, K Khunti…","Managing People with Diabetes Fasting for Ramadan During the COVID‐19 Pandemic: A South Asian Health Foundation Update",2020,"Diabetic …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/dme.14312","https://scholar.google.com/scholar?cites=12632001660716208211&as_sdt=2005&sciodt=0,5&hl=en",381,"2020-06-03 23:58:10","","","","",,,,,2,2.00,0,5,1,"… precipitate the complications seen in people with diabetes who fast. In addition, it has been suggested that dehydration and acute kidney injury (AKI) increase the severity of COVID-19, along with hypercoagulability leading to thrombotic events. Thus, the complications of fasting …"
11,"F Alberici, E Delbarba, C Manenti, L Econimo…","Management of patients on dialysis and with kidney transplant during SARS-COV-2 (COVID-19) pandemic in Brescia, Italy",2020,"Kidney International …","Elsevier","https://www.sciencedirect.com/science/article/pii/S2468024920311700","https://scholar.google.com/scholar?cites=11621127387434080009&as_sdt=2005&sciodt=0,5&hl=en",206,"2020-06-03 23:58:10","HTML","","","",,,,,11,11.00,2,5,1,"… COVID-19 infection receive a chest X-ray at baseline and repeated when respiratory deterioration is noted. Even patients who are afebrile may have an abnormal chest x-ray and other clinical signs of the hemophagocytic syndrome. These patients tend to be hypercoagulable …"
0,"C Ronco, T Reis, F Husain-Syed","Management of acute kidney injury in patients with COVID-19",2020,"The Lancet Respiratory Medicine","Elsevier","https://www.sciencedirect.com/science/article/pii/S2213260020302290","",102,"2020-06-03 23:58:10","","","","",,,,,0,0.00,0,3,1,"… proinflammatory, and proapoptotic consequences of lung inflammation, cytokine release syndrome, and hypercoagulability on renal … and regional citrate as the preferred anticoagulation modality for RRT, as severe COVID-19 can induce a hypercoagulable state; connection …"
5,"AI Qureshi, F Abd-Allah, F Alsenani…","Management of acute ischemic stroke in patients with COVID-19 infection: Report of an international panel",2020,"… Journal of Stroke","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1747493020923234","https://scholar.google.com/scholar?cites=14734339595906854414&as_sdt=2005&sciodt=0,5&hl=en",254,"2020-06-03 23:58:10","","","","",,,,,5,5.00,1,4,1,"… Management of acute ischemic stroke in patients with COVID-19 infection: Report of an international panel. Adnan I Qureshi, Foad Abd-Allah, Fahmi Alsenani, Emrah Aytac, Afshin Borhani-Haghighi, Alfonso Ciccone, Camilo R Gomez, Erdem Gurkas, Chung Y Hsu, Vishal Jani …"
0,"AI Qureshi, F Abd-Allah, F Alsenani…","Management of acute ischemic stroke in patients with COVID-19 infection: Insights from an international panel",2020,"The American Journal …","ajemjournal.com","https://www.ajemjournal.com/article/S0735-6757(20)30356-9/abstract","",156,"2020-06-03 23:58:10","","","","",,,,,0,0.00,0,4,1,"… N Engl J Med. Feb 28, 2020; Google Scholar. ]. Elevated concentration of inflammation and hypercoagulability markers such as C reactive protein and D dimers in patients with COVID-19 infection suggest an underlying hypercoagulable state …"
0,"S Ganatra, SS Dani, S Shah, A Asnani…","Management of Cardiovascular Disease During Coronavirus Disease (COVID-19) Pandemic",2020,"Trends in …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1050173820300694","",384,"2020-06-03 23:58:10","","","","",,,,,0,0.00,0,5,1,"… 4. Venous Thromboembolism (VTE) Prophylaxis and Treatment: COVID-19 associated hypercoagulability has been reported in early clinical and autopsy data. Although the mechanism is not well understood, it is likely multifactorial and influenced by: i …"
0,"N Zareifopoulos, M Lagadinou, A Karela…","Management of COVID-19: the risks associated with treatment are clear, but the benefits remain uncertain",2020,"… Archives for Chest …","monaldi-archives.org","https://monaldi-archives.org/index.php/macd/article/view/1342","",226,"2020-06-03 23:58:10","","","","",,,,,0,0.00,0,4,1,"… the role of coagulopathy in the pathogenesis of severe COVID-19 may in fact favour the use of non-invasive ventilation or high flow nasal oxy- gen over early intubation, as the prolonged immobility associated with mechanical ventilation could worsen a hypercoagulable state [7 …"
0,"MG Fara, LK Stein, M Skliut, S Morgello…","Macrothrombosis and stroke in patients with mild Covid‐19 infection",2020,"… of Thrombosis and …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/jth.14938","",125,"2020-06-03 23:58:10","","","","",,,,,0,0.00,0,5,1,"… worldwide. Its neurological implications are poorly understood, and further study is urgently required. A hypercoagulable state has been reported in patients with severe COVID-19, but nothing is known about coagulopathy in patients with milder disease …"
0,"A Vaid, S Somani, AJ Russak, JK De Freitas…","Machine Learning to Predict Mortality and Critical Events in COVID-19 Positive New York City Patients",2020,"medRxiv","medrxiv.org","https://www.medrxiv.org/content/10.1101/2020.04.26.20073411v1.abstract","",272,"2020-06-03 23:58:10","","","","",,,,,0,0.00,0,5,1,"… With growing evidence of COVID-19-induced hypercoagulable states in these 212 patients(10, 21, 22), it is promising that our model recognized the feature importance of 213 coagulability markers, such as PT, PTT, and D-dimer (Figure 3). Thus, this 214 corroboration of the …"
0,"G Moll, N Drzeniek, J Kamhieh-Milz, S Geissler…","MSC Therapies for COVID-19: Importance of Patient Coagulopathy, Thromboprophylaxis, Cell Product Quality and Mode of Delivery for Treatment Safety and …",2020,"Frontiers in …","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fimmu.2020.01091/full","",112,"2020-06-03 23:58:10","HTML","","","",,,,,0,0.00,0,5,1,"… and concomitant hemostatic profiles, particularly in patients with hypercoagulability (66). The prior example of COVID-19 made it clear that particularly critically ill patients with a poor prognosis in potential need of MSC-therapy are in a highly activated hypercoagulable state and …"
3,"L Bowles, S Platton, N Yartey, M Dave…","Lupus anticoagulant and abnormal coagulation tests in patients with Covid-19",2020,"… England Journal of …","Mass Medical Soc","https://www.nejm.org/doi/full/10.1056/NEJMc2013656","https://scholar.google.com/scholar?cites=3700150165403129179&as_sdt=2005&sciodt=0,5&hl=en",41,"2020-06-03 23:58:10","HTML","","","",,,,,3,3.00,1,5,1,"Prolonged aPTT in Patients with Covid-19 In this study, 20% of patients with Covid-19 had a prolonged activated partial-thromboplastin time (aPTT). In 90% of these cases, the cause was lupus antico..."
0,"A Tveita, S Hestenes, ER Sporastøyl…","Lungeembolisme ved covid-19",2020,"Tidsskrift for Den …","tidsskriftet.no","https://tidsskriftet.no/2020/05/kort-kasuistikk/lungeembolisme-ved-covid-19","",292,"2020-06-03 23:58:10","HTML","","","",,,,,0,0.00,0,4,1,"… The pronounced pulmonary and systemic inflammatory responses observed in these patients may contribute to a transient hypercoagulable state … and in one case, pulmonary embolism was diagnosed during the convalescent phase of an otherwise benign COVID-19 disease …"
0,"A Tveita, S Hestenes, ER Sporastøyl…","Lungeembolisme ved covid-19",2020,"Tidsskrift for Den …","tidsskriftet.no","https://tidsskriftet.no/2020/05/kort-kasuistikk/lungeembolisme-ved-covid-19","",312,"2020-06-03 23:58:10","HTML","","","",,,,,0,0.00,0,4,1,"… The pronounced pulmonary and systemic inflammatory responses observed in these patients may contribute to a transient hypercoagulable state … and in one case, pulmonary embolism was diagnosed during the convalescent phase of an otherwise benign COVID-19 disease …"
