pid	title	sent	label	prob
1mjaycee	COVID-19 infection: Origin, transmission, and characteristics of human coronaviruses	The intermediate source of origin and transfer to humans is not known, however, the rapid human to human transfer has been confirmed widely.	-1	0.5
mu413rvc	Estimation of the probability of reinfection with COVID-19 coronavirus by the SEIRUS model	Hence, there is a chance of no secondary reinfections from the recovered population as the rate of incidence of the recovered population vanishes, that is, B=0.	-1	0.5
1qkwsh6a	Emerging novel coronavirus (2019-nCoV)—current scenario, evolutionary perspective based on genome analysis and recent developments	This decade’s first CoV, named 2019-nCoV, emerged from Wuhan, China, and declared as ‘Public Health Emergency of International Concern’ on January 30(th), 2020 by the World Health Organization (WHO).	-1	0.5
zpaqd5vd	COVID-19: Knowns, Unknowns, and Questions	We highlight the current state of knowledge of coronavirus biology while answering questions concerning the current outbreak of SARS-CoV-2.	1	0.7704122673047837
c4pcztdc	Functional Cell Receptors for Human Coronavirus	In December 2019, an outbreak of unexplained pneumonia occurred in Wuhan, Hubei province.	-1	0.5
rziv5342	Prevention Is Better Than the Cure: Risk Management of COVID-19	As of 26 February 2020, the disease has been detected on all continents, except for Antarctica.	-1	0.5
oq79dfhr	Structure of novel coronavirus’s spike protein solved	The breakthrough is a huge step toward developing a vaccine against the virus as well as treatments for COVID-19, the disease that it causes, the researchers say.	-1	0.5
2tu707ng	Potential Interventions for Novel Coronavirus in China: A Systemic Review	Here, we have conducted an online search for all treatment options related to coronavirus infections as well as some RNA virus infection and we have found that general treatments, coronavirus-specific treatments, and antiviral treatments should be useful in fighting COVID-19.	1	0.7704122673047837
ctd9sutv	Is COVID-19 receiving ADE from other coronaviruses?	ADE modulates the immune response and can elicit sustained inflammation, lymphopenia, and/or cytokine storm, one or all of which have been documented in severe cases and deaths.	-1	0.5
ckay4ufw	MATHEMATICAL PREDICTIONS FOR COVID-19 AS A GLOBAL PANDEMIC	Also, the Basic Reproductive number (R_0<1) by Equation (33) shows that there is a chance of decline of secondary infections when the ratio between the incidence rate in the population and the total number of infected population quarantined with observatory procedure.	-1	0.5
679qfp2s	Lack of Antiviral Activity of Darunavir against SARS-CoV-2	There are currently no definitive data on the safety and efficacy of DRV/cobicistat for treatment of COVID-19.	1	0.6078988077281519
szsb1oan	The deadly coronaviruses: The 2003 SARS pandemic and the 2020 novel coronavirus epidemic in China	This is the third serious Coronavirus outbreak in less than 20 years, following SARS in 2002–2003 and MERS in 2012.	1	0.7704122673047837
hicqy5sj	Molecular mechanism of evolution and human infection with the novel coronavirus (2019-nCoV)	The spike protein on the coronavirus envelope is critical for host cell infection and virus vitality.	1	0.7704122673047837
c4u0gxp5	Overview of The 2019 Novel Coronavirus (2019-nCoV): The Pathogen of Severe Specific Contagious Pneumonia (SSCP)	SSCP is a potential zoonotic disease with low to moderate (estimated 2-5%) mortality rate.	-1	0.5
c4u0gxp5	The outbreak of COVID-19: An overview	It is also named as Severe Pneumonia with Novel Pathogens on January 15, 2019 by the Taiwan CDC, the Ministry of Health and is a notifiable communicable disease of the fifth category.	-1	0.5
iy9vjpuh	Potential Maternal and Infant Outcomes from (Wuhan) Coronavirus 2019-nCoV Infecting Pregnant Women: Lessons from SARS, MERS, and Other Human Coronavirus Infections	The infection moved rapidly through China, spread to Thailand and Japan, extended into adjacent countries through infected persons travelling by air, eventually reaching multiple countries and continents.	-1	0.5
ejg393zs	Novel Coronavirus Disease 2019 (COVID-19): An Emerging Infectious Disease in the 21st Century	Coronavirus disease 2019 (COVID-19) is a name for the disease, and the virus that causes it is known SARS-CoV-2.	1	0.7704122673047837
luxgc7st	From SARS to COVID-19: A previously unknown SARS- related coronavirus (SARS-CoV-2) of pandemic potential infecting humans – Call for a One Health approach	This recent emergence of a previously unknown coronavirus in China leads to huge impacts on humans globally.	1	0.7704122673047837
02f0opkr	An outbreak of <scp>COVID</scp> ‐19 caused by a new coronavirus: what we know so far	Coronaviruses are a group of viruses that affect both animals and humans, and several (OC43, 229E, HKU1 and NL63) are a cause of the common cold.1, 2 However, two coronaviruses have previously caused significant outbreaks associated with more severe disease: the SARS coronavirus in 2002–2003 and the Middle East respiratory syndrome coronavirus that emerged in 2012.1, 2 Chinese authorities and researchers should be commended for their rapid sharing of viral sequences which enabled laboratories worldwide to develop diagnostic tests within weeks of discovery of the pathogen.3 An Australian laboratory subsequently isolated the virus from a clinical sample (the first to do so outside of China), and rapidly shared this virus with relevant global agencies, further aiding diagnostic, therapeutic and vaccine development efforts.	1	0.7704122673047837
9595vm0k	SARS-CoV-2 specific antibody responses in COVID-19 patients	Validated serologic assays are important for contact tracing, identifying the viral reservoir and epidemiological studies.	-1	0.5
uze6ze8o	SARS to novel coronavirus – old lessons and new lessons	The national and international response demonstrates the complex link between public health, science and politics when an outbreak threatens to impact on global economies and reputations.	-1	0.5
13jupb26	Computers and viral diseases. Preliminary bioinformatics studies on the design of a synthetic vaccine and a preventative peptidomimetic antagonist against the SARS-CoV-2 (2019-nCoV, COVID-19) coronavirus	The project was originally directed towards a use case for the Q-UEL language and its implementation in a knowledge management and automated inference system for medicine called the BioIngine, but focus here remains mostly on the virus itself.	-1	0.5
a5udnv5f	Perspectives on therapeutic neutralizing antibodies against the Novel Coronavirus SARS-CoV-2	Current efforts are focusing on development of specific antiviral drugs.	-1	0.5
ljli6a2z	Automatic Identification of SARS Coronavirus using Compression-Complexity Measures	Information theory and data compression algorithms provide a rich set of mathematical and computational tools to capture essential patterns in biological sequences.	-1	0.5
y29kct7v	Potential Treatments for COVID-19; a Narrative Literature Review	Therefore, in this article, new potential COVID-19 therapies are briefly reviewed.	-1	0.5
535lw99y	A Multiscale and Comparative Model for Receptor Binding of 2019 Novel Coronavirus and the Implication of its Life Cycle in Host Cells	Both viruses recognize ACE2 through the spike proteins (S-protein) on their surfaces.	-1	0.5
73a7uvyz	Systematic Comparison of Two Animal-to-Human Transmitted Human Coronaviruses: SARS-CoV-2 and SARS-CoV	This virus causes acute lung symptoms, leading to a condition that has been named as &ldquo;coronavirus disease 2019&rdquo; (COVID-19).	1	0.7704122673047837
9i0a9beo	Covid-19 — Navigating the Uncharted	Nonetheless, a degree of clarity is emerging from this report.	-1	0.5
4pxmr5cw	Emergency response to the outbreak of COVID-19: the Korean case	Similarly, neighboring nations could form a national framework of networks among stakeholders.	-1	0.5
9igk3ke1	Individual risk management strategy and potential therapeutic options for the COVID-19 pandemic	The individual preventive and protective measures drive the personal risk of getting the disease.	-1	0.5
a6p6ka8w	"An ""Infodemic"": Leveraging High-Volume Twitter Data to Understand Public Sentiment for the COVID-19 Outbreak"	How Twitter content and sentiment has evolved in the early stages of any outbreak, including the COVID-19 epidemic, has not been described.	-1	0.5
wbxtz30s	After corona: there is life after the pandemic	Human infertility can be caused by a number of factors, some of which are age-dependent, and their effects may become irreversible if appropriate measures are not taken in time to prevent irreversible childlessness.	-1	0.5
801t0728	Revisiting the dangers of the coronavirus in the ophthalmology practice	In the ophthalmology practice, healthcare workers may be particularly susceptible to these infections.	-1	0.5
ju35nyir	Broad Spectrum Antiviral Agent Niclosamide and Its Therapeutic Potential	In this brief review, we summarize the broad antiviral activity of niclosamide and highlight its potential clinical use in the treatment of COVID-19.	-1	0.5
5ekdfers	The phenotypic changes of γδ T cells in COVID-19 patients	Also, information regarding the immunological characteristics in COVID-19 patients remains limited.	-1	0.5
vj2z52vg	Initial Public Health Response and Interim Clinical Guidance for the 2019 Novel Coronavirus Outbreak — United States, December 31, 2019–February 4, 2020	As of February 4, 2020, a total of 20,471 confirmed cases, including 2,788 (13.6%) with severe illness,* and 425 deaths (2.1%) had been reported by the National Health Commission of China (2).	-1	0.5
5fg87lvu	The SARS-CoV-2 outbreak: what we know	At this stage, preparedness, transparency, and sharing of information are crucial to risk assessments and beginning outbreak control activities.	-1	0.5
uifnjio5	Neutralizing antibody responses to SARS-CoV-2 in a COVID-19 recovered patient cohort and their implications	However, the characteristics of these antibodies have not been well studied in association with the clinical manifestations in patients.	-1	0.5
7e8zlt3t	Remdesivir, lopinavir, emetine, and homoharringtonine inhibit SARS-CoV-2 replication in vitro	We report the antiviral effect of remdesivir, lopinavir, homorringtonine, and emetine against SARS-CoV-2 virus in Vero E6 cells with the estimated 50% effective concentration at 23.15 μM, 26.63 μM, 2.55 μM and 0.46 μM, respectively.	-1	0.5
aeuy92bx	Potent neutralization of 2019 novel coronavirus by recombinant ACE2-Ig	Very recently report had suggested that novel CoV would use the same cell entry receptor, ACE2, as the SARS-CoV.	-1	0.5
epcel2ez	The epidemic of 2019-novel-coronavirus (2019-nCoV) pneumonia and insights for emerging infectious diseases in the future	Intensive research on the novel emerging human infectious coronaviruses is urgently needed to elucidate their route of transmission and pathogenic mechanisms, and to identify potential drug targets, which would promote the development of effective preventive and therapeutic countermeasures.	1	0.7704122673047837
plxz5mkg	SARS-CoV-2: an Emerging Coronavirus that Causes a Global Threat	In this review, we summarize the key events occurred during the early stage of SARS-CoV-2 outbreak, the basic characteristics of the pathogen, the signs and symptoms of the infected patients as well as the possible transmission pathways of the virus.	-1	0.5
0lyxvex0	Study of knowledge, attitude, anxiety & perceived mental healthcare need in Indian population during COVID-19 pandemic	All these things are creating a lot of concern for people leading to heightened levels of anxiety.	-1	0.5
971d0sir	The SARS-CoV-2 outbreak from a one health perspective	We are utilizing the One Health concept to understand the emergence of the virus, as well as to point to some possible control strategies that might reduce the spread of the virus across the globe; thus, containment of such virus would be possible.	-1	0.5
1a8uevk8	A review of the 2019 Novel Coronavirus (COVID-19) based on current evidence	Currently, the research on novel coronavirus is still in the primary stage.	1	0.7704122673047837
uyu2buo1	Can Bioactive Lipids Inactivate Coronavirus (COVID-19)?	The pro-inflammatory metabolites of AA and EPA such as prostaglandins, leukotrienes and thromboxanes induce inflammation whereas lipoxins, resolvins, protectins and maresins derived from AA, EPA and DHA not only suppress inflammation but also enhance would healing and augment phagocytosis of macrophages and other immunocytes and decrease microbial load.	-1	0.5
8eh90ber	TH17 responses in cytokine storm of COVID-19: An emerging target of JAK2 inhibitor Fedratinib	We reviewed TH17 responses in patients with SARS-CoV-2 and proposed an FDA approved JAK2 inhibitor Fedratinib for reducing mortality of patients with TH17 type immune profiles.	-1	0.5
qdt90c22	Unrevealing sequence and structural features of novel coronavirus using in silico approaches: The main protease as molecular target	Previous reports showed that HIV-1 protease inhibitors could block SARS-CoV main protease.	-1	0.5
xhachzby	X-ray Structure of Main Protease of the Novel Coronavirus SARS-CoV-2 Enables Design of α-Ketoamide Inhibitors	We determined the crystal structure of the unliganded Mpro at 1.75 Å resolution and used this structure to guide optimization of a series of alpha-ketoamide inhibitors.	-1	0.5
vxqdfiel	Clinical trials on drug repositioning for COVID-19 treatment	Coronavirus is an enveloped RNA virus, from the genus Betacoronavirus, that is distributed in birds, humans, and other mammals.	1	0.7704122673047837
vbayngh0	SARS-CoV-2 Cell Entry Depends on ACE2 and TMPRSS2 and Is Blocked by a Clinically Proven Protease Inhibitor	Unravelling which cellular factors are used by SARS-CoV-2 for entry might provide insights into viral transmission and reveal therapeutic targets.	-1	0.5
dpcpg5c1	Nucleotide Analogues as Inhibitors of Viral Polymerases	To develop broad spectrum anti-viral agents, we further describe a novel strategy to design and synthesize viral polymerase inhibitors, by combining the ProTide Prodrug approach used in the development of Sofosbuvir with the use of 3’-blocking groups that we have previously built into nucleotide analogues that function as polymerase terminators.	-1	0.5
b4joa5tx	Structure-Based Design, Synthesis and Biological Evaluation of Peptidomimetic Aldehydes as a Novel Series of Antiviral Drug Candidates Targeting the SARS-CoV-2 Main Protease	The main protease (Mpro) of SARS-CoV-2 is a key CoV enzyme that plays a pivotal role in mediating viral replication and transcription, which makes it an attractive drug target.	-1	0.5
1qniriu0	Machine intelligence design of 2019-nCoV drugs	However, the viral protease of a coronavirus is well-known to be essential for its replication and thus is an effective drug target.	1	0.7704122673047837
z0qzgu5m	Repurposing of clinically approved drugs for treatment of coronavirus disease 2019 in a 2019-novel coronavirus (2019-nCoV) related coronavirus model	This study aims to repurpose the clinically approved drugs for the treatment of coronavirus disease 2019 (COVID-19) in a 2019-nCoV related coronavirus model.	1	0.7704122673047837
qebbkr6d	A data-driven drug repositioning framework discovered a potential therapeutic agent targeting COVID-19	The retrospective study using the past SARS-CoV and MERS-CoV data demonstrated that our machine learning based method can successfully predict effective drug candidates against a specific coronavirus.	1	0.7704122673047837
vbgf50os	Molecular Modeling Evaluation of the Binding Effect of Ritonavir, Lopinavir and Darunavir to Severe Acute Respiratory Syndrome Coronavirus 2 Proteases	Ritonavir, lopinavir and darunavir were then docked to the models, respectively, followed by energy minimization of the protease-drug complexes.	-1	0.5
75cotmn2	Recommendations on management of the SARS-CoV-2 coronavirus pandemic (Covid-19) in kidney transplant patients	This manuscript presents a proposal for action with general and specific recommendations to protect and prevent infection in this vulnerable population such as kidney transplant recipients.	-1	0.5
za3qypgg	Associations between immune-suppressive and stimulating drugs and novel COVID-19—a systematic review of current evidence	METHODS: Using Ovid MEDLINE, we reviewed current evidence for immune-suppressing or -stimulating drugs: cytotoxic chemotherapy, low-dose steroids, tumour necrosis factorα (TNFα) blockers, interlukin-6 (IL-6) blockade, Janus kinase (JAK) inhibitors, IL-1 blockade, mycophenolate, tacrolimus, anti-CD20 and CTLA4-Ig.	1	0.6078988077281519
tomsdx3z	Recent Progress in understanding 2019 Novel Coronavirus associated with Human Respiratory Disease: Detection, Mechanism and Treatment	The viral outbreaks have stirred panic and emergency on public health around the world and the number of infections continues to rise.	-1	0.5
b31ctbat	Analysis of therapeutic targets for SARS-CoV-2 and discovery of potential drugs by computational methods	Because of time consuming process of new drug development, drug repositioning may be the only solution to the epidemic of sudden infectious diseases.	-1	0.5
1mmqfp7g	Structural basis of SARS-CoV-2 3CLpro and anti-COVID-19 drug discovery from medicinal plants †	3CLpro is a proven drug discovery target in the case of severe acute respiratory syndrome coronavirus (SARS-CoV) and middle east respiratory syndrome coronavirus (MERS-CoV).	1	0.7704122673047837
0xhho1sh	Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) and coronavirus disease-2019 (COVID-19): The epidemic and the challenges	On 30 January 2020, the WHO declared COVID-19 as the sixth public health emergency of international concern.	-1	0.5
cszqykpu	Predicting commercially available antiviral drugs that may act on the novel coronavirus (2019-nCoV), Wuhan, China through a drug-target interaction deep learning model	In this study, we used our pretrained deep learning-based drug-target interaction model called Molecule Transformer-Drug Target Interaction (MT-DTI) to identify commercially available drugs that could act on viral proteins of 2019-nCoV.	-1	0.5
2hgwa6pq	A potential role for integrins in host cell entry by SARS-CoV-2	This motif is absent from other coronaviruses.	1	0.7704122673047837
t996fbad	Clinical and biochemical indexes from 2019-nCoV infected patients linked to viral loads and lung injury	All 12 cases of the 2019-nCoV-infected patients developed pneumonia and half of them developed acute respiratory distress syndrome (ARDS).	-1	0.5
13akn7dm	A close-up on COVID-19 and cardiovascular diseases	Studies found that COVID-19 induced the renin-angiotensin system imbalance, inflammatory storm, hypoxemia and stress response et al, all contributed to hypertension and serious myocardial damage in the process of virus pathogenesis, even increasing mortality in COVID-19 patients.	-1	0.5
b518n9dx	Remdesivir for severe acute respiratory syndrome coronavirus 2 causing COVID-19: An evaluation of the evidence	Relevant reports have pointed out the novel coronavirus has 80% homology with SARS.	1	0.7704122673047837
p5ecpcll	Analysis on the Clinical Characteristics of 36 Cases of Novel Coronavirus Pneumonia in Kunming	Serum albumin (ALB), prealbumin (PAB), hypersensitive c-reactive protein (hs-crp), CD3T cells, CD4T cells, CD8T cells and normal control group were analyzed.	-1	0.5
nxfr24sp	Coronavirus Disease 2019 (COVID-19) Pneumonia in a Hemodialysis Patient	Limited data are available for hemodialysis patients with COVID-19 pneumonia.	-1	0.5
d7n1zy0b	Anti-HCV, nucleotide inhibitors, repurposing against COVID-19	Human to human transmission is confirmed for COVID-19 by China a month ago.	-1	0.5
zb434ve3	Predicting commercially available antiviral drugs that may act on the novel coronavirus (SARS-CoV-2) through a drug-target interaction deep learning model	In this study, we used our pre-trained deep learning-based drug-target interaction model called Molecule Transformer-Drug Target Interaction (MT-DTI) to identify commercially available drugs that could act on viral proteins of SARS-CoV-2.	-1	0.5
xieqswct	Development of CRISPR as a prophylactic strategy to combat novel coronavirus and influenza	Here we demonstrate a CRISPR-Cas13-based strategy, PAC-MAN (Prophylactic Antiviral CRISPR in huMAN cells), for viral inhibition that can effectively degrade SARS-CoV-2 sequences and live influenza A virus (IAV) genome in human lung epithelial cells.	-1	0.5
647zcjgu	Structure analysis of the receptor binding of 2019-nCoV	The RBDs from the two viruses share 72% identity in amino acid sequences, and molecular simulation reveals highly similar ternary structures.	-1	0.5
7jkzbmsf	Drugs supply and pharmaceutical care management practices at a designated hospital during the COVID-19 epidemic	As the situations evolve, the COVID-19 had been confirmed in many countries, and made a assessment that it can be characterized as a pandemic by the World Health Organization on March 11, 2020.	-1	0.5
6y9n69g5	Drug targets for corona virus: A systematic review	In this regard, we conducted a systematic review to identify major druggable targets in coronavirus (CoV).	1	0.7704122673047837
m0q7rm6z	Repurposing Therapeutics for COVID-19: Rapid Prediction of Commercially available drugs through Machine Learning and Docking	So, there is an urgent requirement of new and effective medications that can treat the disease caused by SARS-CoV-2.	-1	0.5
stnjl8f8	Current status of treatment for 2019 novel coronavirus pneumonia	In facing of the increasingly serious epidemic of 2019 novel coronavirus pneumonia and the urgent needs in drug treatment strategies, this paper reviewed the current research situation and progress in antiviral treatment for the newly identified disease.	1	0.7704122673047837
yf5g53a9	Teicoplanin: an alternative drug for the treatment of COVID-19?	Chloroquine, remdesivir, lopinavir, ribavirin and ritonavir have shown efficacy to inhibit coronavirus in vitro.	1	0.9419295262807463
da61tfr9	New insights on the antiviral effects of chloroquine against coronavirus: what to expect for COVID-19?	SARS-CoV-2 is the aetiological agent of coronavirus disease 2019 (COVID-19) characterised by pulmonary infection in humans.	1	0.7704122673047837
sjyrr2bn	COVID-19: A promising cure for the global panic	The COVID-19 pandemic has entered a dangerous new phase.	-1	0.5
1yka7ej9	The within-host viral kinetics of SARS-CoV-2	Our result shows that the basic reproductive number of SARS-CoV-2 in host growth is around 3.79.	-1	0.5
fvig79k3	Predictions for the binding domain and potential new drug targets of 2019-nCoV	In previous studies, it was found that the conformation change in CTD1 was the region where SARS-CoV bound to human ACE2.	-1	0.5
ymc93p0w	The inhaled corticosteroid ciclesonide blocks coronavirus RNA replication by targeting viral NSP15	The effective concentration of ciclesonide to block SARS-CoV-2 (the cause of COVID-19) replication (EC90) was 6.3 μM.	-1	0.5
cfbs29qo	CDC’s coronavirus test runs into early problems	The Centers for Disease Control and Prevention (CDC) has started an investigation into what exactly went wrong with the tests.	-1	0.5
0d77ojnb	The 2019 coronavirus (SARS-CoV-2) surface protein (Spike) S1 Receptor Binding Domain undergoes conformational change upon heparin binding	Consequently, the polydisperse, natural products of heparan sulfate and the allied polysaccharide, heparin have been found to be involved and prevent infection by a range of viruses including S-associated coronavirus strain HSR1.	1	0.9127579776651258
p1w3p80y	Pharmacotherapeutics for the New Coronavirus Pneumonia	Coronavirus has caused several epidemic situations world widely, but the present contagious disease caused by 2019 new Coronavirus is unprecedentedly fulminating.	1	0.7704122673047837
m0hivi0u	Insight Derived from Molecular Docking and Molecular Dynamics Simulations into the Binding Interactions Between HIV-1 Protease Inhibitors and SARS-CoV-2 3CLpro	Since it has been reported that the HIV-1 protease inhibitors can be used as anti-SARS drugs by tegarting SARS-CoV 3CLpro, we choose six approved anti-HIV-1 drugs to investigate their binding interactions between 3CLpro, and to evaluate their potential to become clinical drugs for the new coronavirus pneumonia (COVID19) caused by SARS-CoV-2 infection.	1	0.7704122673047837
w84qtud6	Molecular Docking Analysis Of Some Phytochemicals On Two SARS-CoV-2 Targets	SARS-CoV-2 spike envelope glycoprotein (S) and main protease (Mpro) are crucial determinants in the virus infectious process and have been recognized as key targets for therapeutics designs.	1	0.6078988077281519
5i2dxg8z	The 2019 novel coronavirus resource	To promote the data sharing and make all relevant information of 2019-nCoV publicly available, we construct the 2019 Novel Coronavirus Resource (2019nCoVR, https://bigd.big.ac.cn/ncov).	1	0.7704122673047837
5xyt8d5u	Clinical characteristics of 140 patients infected by SARS-CoV-2 in Wuhan, China	METHODS: Electronical medical records including demographics, clinical manifestation, comorbidities, laboratory data and radiological materials of 140 hospitalized COVID-19 patients, with confirmed result of SARS-CoV-2 viral infection were extracted and analysed.	-1	0.5
566pbuic	Analysis of factors associated with disease outcomes in hospitalized patients with 2019 novel coronavirus disease	Associated results will be used to evaluate the prognosis and to find the optimal treatment regimens for COVID-19 pneumonia.	1	0.6078988077281519
8o6yjxwe	Preliminary study of the relationship between novel coronavirus pneumonia and liver function damage: a multicenter study	Clinical classification (mild, moderate, severe, and critical) was carried out according to the diagnosis and treatment program of novel coronavirus pneumonia (Trial Fifth Edition) issued by the National Health Commission.	1	0.7704122673047837
1cc9ig04	Replication of SARS-CoV-2 in human respiratory epithelium	While some animal models for such studies are under development, most of the research is carried out in the Vero E6 cells.	-1	0.5
yqiggzk9	Clinical characteristics of 51 patients discharged from hospital with COVID-19 in Chongqing，China	Methods：Retrospective, single-center case series of the 51 hospitalized patients with confirmed COVID-19 at Chongqing University Three Gorges Hospital in Chongqing, China, from January 20 to February 3, 2020；The discharge time was from January 29 to February 11, 2020.	-1	0.5
athjtu2j	Pay attention to situation of SARS-CoV-2 and TCM advantages in treatment of novel coronavirus infection	Basic reproduction number (R0) is an important parameter in epidemiology; The basic reproduction number of an infection can be thought of as the expected number of cases directly generated by one case in a population where all individuals are susceptible to infection.	-1	0.5
ptnmtvzj	Effectiveness and safety of antiviral or antibody treatments for coronavirus	Results: 54 studies were included in the review: three controlled trials, 10 cohort studies, seven retrospective medical record/database studies, and 34 case reports or series.	-1	0.5
ksbha7kz	Acute myelitis after SARS-CoV-2 infection: a case report.	All serum microbiological studies were negative except for SARS-CoV-2 nucleic acid testing.	-1	0.5
6lngz7y1	A comparative study on the clinical features of COVID-19 pneumonia to other pneumonias	Its impacts on public health make it paramount to clarify the clinical features with other pneumonias.	-1	0.5
h8ahn8fw	Origin and Evolution of the 2019 Novel Coronavirus	Therefore, strengthening the monitoring of wild mammals is an urgent measure to prevent similar viruses from infecting humans in the future.	-1	0.5
190zxwwj	Clinical characteristics of COVID-19-infected cancer patients: A retrospective case study in three hospitals within Wuhan, China	Patients and methods In this retrospective cohort study, we included cancer patients with laboratory confirmed COVID-19 from three designated hospitals in Wuhan, China.	-1	0.5
gy35gsl2	In silico screening of Chinese herbal medicines with the potential to directly inhibit 2019 novel coronavirus	In the first step we conducted a literature search for natural compounds that had been biologically confirmed as against sever acute respiratory syndrome coronavirus or Middle East respiratory syndrome coronavirus.	1	0.7704122673047837
nn15iyqd	Recommendations for coronavirus infection in rheumatic diseases treated with biologic therapy	SARS-CoV2 spread from China where the first infections were described in December 2019 and is responsible for the respiratory symptoms that can lead to acute respiratory distress syndrome.	-1	0.5
qopcs6jy	Mutated COVID-19, May Foretells Mankind in a Great Risk in the Future	The highly prevalence of COVID-19 is due to the lack onset of symptoms.	-1	0.5
wl121lg4	Molecular immune pathogenesis and diagnosis of COVID-19	In this minireview, we provide a brief introduction of the general features of SARS-CoV-2 and discuss current knowledge of molecular immune pathogenesis, diagnosis and treatment of COVID-19 on the base of the present understanding of SARS-CoV and MERS-CoV infections, which may be helpful in offering novel insights and potential therapeutic targets for combating the SARS-CoV-2 infection.	-1	0.5
02q9y011	Variable Macro X Domain of SARS-CoV-2 Retains the Ability to Bind ADP-ribose	This study examines one of the most novel proteins encoded by SARS-CoV-2, a macrodomain of nonstructural protein 3 (nsp3).	-1	0.5
yd7tu7u4	Potential inhibitors for 2019-nCoV coronavirus M protease from clinically approved medicines	Up to 10 commercial medicines that may form hydrogen bounds to key residues within the binding pocket of 2019-nCoV Mpro were identified, which may have higher mutation tolerance than lopinavir/ritonavir and may also function as inhibitors for other coronaviruses with similar Mpro binding sites and pocket structures.	1	0.9127579776651258
tun1ndt4	Working through the COVID-19 outbreak: Rapid review and recommendations for MSK and allied heath personnel	This review aims to highlight aspects of this pandemic with a specific emphasis on musculoskeletal work within the secondary care setting.	-1	0.5
hi38itc9	Clinical Characteristics of Imported Cases of COVID-19 in Jiangsu Province: A Multicenter Descriptive Study	Real time RT-PCR was used to detect the new coronavirus in respiratory samples.	1	0.7704122673047837
6g34qwer	Meplazumab treats COVID-19 pneumonia: an open-labelled, concurrent controlled add-on clinical trial	Antibody against CD147 could block the infection of SARS-CoV-2.	-1	0.5
6rs86u5v	Potential biochemical markers to identify severe cases among COVID-19 patients	Clinical samples from 28 cases of COVID-19 (8 severe cases, 20 mild cases) in Zunyi District from January 29, 2020 to February 21, 2020 were collected and otherwise statistically analysed for biochemical markers.	-1	0.5
k0te068l	Implications of COVID-19 for patients with pre-existing digestive diseases	Since SARS-CoV-2 RNA was first detected in a stool specimen of the first reported COVID-19 case in the USA,1 much attention has been paid to the study and reporting of gastrointestinal tract infection of SARS-CoV-2.	-1	0.5
xuczplaf	The epidemiology and pathogenesis of coronavirus disease (COVID-19) outbreak	Person-to-person transmission of COVID-19 infection led to the isolation of patients that were subsequently administered a variety of treatments.	-1	0.5
penb65x7	Liver injury in COVID-19: management and challenges	These data indicate that 2–11% of patients with COVID-19 had liver comorbidities and 14–53% cases reported abnormal levels of alanine aminotransferase and aspartate aminotransferase (AST) during disease progression (table).	-1	0.5
w9a0jopu	From Isolation to Coordination: How Can Telemedicine Help Combat the COVID-19 Outbreak?	Responding rapidly to this crisis, the National Telemedicine Center of China (NTCC), located in Zhengzhou, Henan Province, has established the Emergency Telemedicine Consultation System (ETCS), a telemedicine-enabled outbreak alert and response network.	-1	0.5
3r0nqzgu	Profiling ACE2 expression in colon tissue of healthy adults and colorectal cancer patients by single-cell transcriptome analysis	Since the novel coronavirus has been reported to be capable of endangering thousands of lives, it is extremely important to find out how the coronavirus is transmitted in human organs.	1	0.7704122673047837
ztcyvsoi	A Review of Coronavirus Disease-2019 (COVID-19)	There have been around 96,000 reported cases of coronavirus disease 2019 (COVID-2019) and 3300 reported deaths to date (05/03/2020).	1	0.7704122673047837
m40kwgcg	Epidemiological and clinical characteristics of 99 cases of 2019 novel coronavirus pneumonia in Wuhan, China: a descriptive study	Methods In this retrospective, single-centre study, we included all confirmed cases of 2019-nCoV in Wuhan Jinyintan Hospital from Jan 1 to Jan 20, 2020.	-1	0.5
ld0vo1rl	COVID-19 coronavirus vaccine design using reverse vaccinology and machine learning	We then applied the Vaxign reverse vaccinology tool and the newly developed Vaxign-ML machine learning tool to predict COVID-19 vaccine candidates.	-1	0.5
m5ho8jqp	SARS-CoV-2 Vaccines: Status Report	Vaccines are being rapidly developed but will likely come too late to affect the first wave of a potential pandemic.	-1	0.5
fway438n	Sanofi, BARDA team for coronavirus vaccine	Sanofi says the new vaccine will use the same technology.	-1	0.5
2uvibr2j	Designing of a next generation multiepitope based vaccine (MEV) against SARS-COV-2: Immunoinformatics and in silico approaches	This study was conducted to design an effective multiepitope based vaccine (MEV) against SARS-COV-2.	-1	0.5
yb5kf0u2	Microneedle array delivered recombinant coronavirus vaccines: Immunogenicity and rapid translational development	The coronavirus spike (S) protein, a characteristic structural component of the viral envelope, is considered a key target for vaccines for the prevention of coronavirus infection.	1	0.7704122673047837
8gncbgot	Potential Rapid Diagnostics, Vaccine and Therapeutics for 2019 Novel Coronavirus (2019-nCoV): A Systematic Review	Supplementary strategies through Google Search and personal communications were used.	-1	0.5
